artefact_id,type,slug,artefact_name,,,,,,,
52c1d8b8d0d462302a000082,article,odi-celebrates-new-year-obe-for-technical-director-jeni-tennison,"ODI celebrates New Year OBE for Technical Director, Jeni Tennison ",news,jeni tennison,,,,,,
52c6a6b41f986a1d05000062,event,friday-lunchtime-lecture-can-open-data-improve-public-procurement,Friday lunchtime lecture: Can open data improve government procurement?,odifridays,lecture,government,procurement,,,,
52cc11751f986a5a69000005,article,announcing-the-new-curator-for-data-as-culture-2014,Announcing the new curator for Data as Culture 2014,news,data as culture,,,,,,
52cd14c9f362be44cd000006,article,dapaas-media-assets,DaPaaS media assets,dapaas,,,,,,,
52cd27adf362be44cd00000b,event,dapaas-events-futureeverything,FutureEverything Festival,dapaas,,,,,,,
52cd293bd0d4624a1c00000b,event,dapaas-events-okfestival,OKFestival,dapaas,,,,,,,
52cec242f362be44cd000013,node,fbk-digital-commons-lab-is-the-official-odi-node-in-trento,FBK - Digital Commons Lab is the official Odi Node in Trento,nodes,trento,,,,,,
52cef3b2f362be44cd000016,person,waldo-jaquith,Waldo Jaquith,person,,,,,,,
52d1610b1f986a5a69000017,article,2014-the-year-of-csv,2014: The Year of CSV,blog,csv,spreadsheets,tools,open data,,,
52d3a1eff362be44cd000020,article,tools-for-working-with-csv-files,Tools For Working with CSV Files,csv,blog,tools,working with open data,,,,
52d538f61f986a5a69000024,article,estimating-your-market-potential-with-open-data,Estimating your market potential with open data,blog,business,statistics,how to,,,,
52d673bdf362be44cd00002a,article,japan-open-data,Member blog: Japanâs growing open data movement,members,japan,,,,,,
52d6742ff362be44cd00002c,article,chicago-node-news-2014,Chicago Node news: January 2014,nodes,chicago,,,,,,
52d6763ef362be44cd00002e,person,soichiro-takagi,Soichiro Takagi,person,,,,,,,
52d67bb8f362be44cd000033,course_instance,open-data-in-a-day-2014-05-06,"Open Data in a Day, 6 May, 2014",courses,open data in a day,,,,,,
52d7f9a81f986a5a69000044,event,education-open-data-meet-up,Open Data Challenge Series: Education meet-up,open data challenge series,eduction,events,,,,,
52d91fb01f986a5a6900004d,event,friday-lunchtime-lecture-open-data-the-dark-side,Friday lunchtime lecture: Open data - the dark side,odifridays,lecture,alan patrick,thinking,,,,
52dd3096f362be44cd000048,event,friday-lunchtime-lecture-what-open-data-do-we-need-for-a-cleaner-greener-world,"Friday lunchtime lecture: What open data do we need for a greener, cleaner world? ",odifridays,lectures,environment,climate change,,,,
52dd367ad0d4624a1c000053,person,gregor-boyd,Gregor Boyd,person,,,,,,,
52de423ed0d4624a1c000057,article,treating-content-as-data,Treating content as data,blog,data,working with data,,,,,
52dfa2c9d0d4624a1c00005c,course_instance,open-data-in-practice-2014-03-31,"Open Data in Practice: 31 March - 4 April, 2014",courses,open data in practice,,,,,,
52dfd8aaf362be44cd000059,event,odcs-crime-justice-pitch-event,Open Data Challenge Series: Crime & Justice Pitch & Celebration Event,open data challenge series,crime,justice,events,,,,
52dff008d0d4624a1c000065,article,odi-summit-2013-video,"ODI Summit 2013: Presentations, panels and plenty more",video,ODI summit,events,,,,,
52e1027ff362be44cd000067,course_instance,open-data-in-practice-2014-05-12,"Open Data in Practice: 12 - 16 May, 2014",courses,open data in practice,,,,,,
52e11f16d0d4624a1c00006a,person,max-van-kleek,Max Van Kleek,person,trainer,,,,,,
52e1213f1f986a5a69000069,person,francis-davey,Francis Davey,person,trainer,law,,,,,
52e240f2f362be46d5000003,event,friday-lunchtime-lecture-so-you-want-to-build-an-open-data-business,Friday lunchtime lecture: So you want to build an open data business?,odifridays,lectures,business,start-ups,events,,,
52e25045f362be46d5000009,article,canada-node-news-2014,Canada node news: January 2014,nodes,canada,,,,,,
52e251a41f986a0ced00000d,article,usa-node-news-2014,USA node news: January 2014,nodes,usa,,,,,,
52e252c7f362be46d500000d,article,brighton-node-news-2014,Brighton node news: January 2014,nodes,bighton,,,,,,
52e2536ff362be46d500000f,article,dubai-node-news-2014,Dubai node news: January 2014,nodes,dubai,,,,,,
52e2540d1f986a0ced000013,article,leeds-node-news-2014,Leeds node news: January 2014,nodes,leeds,,,,,,
52e25481f362be46d5000012,article,manchester-node-news-2014,Manchester node news: January 2014,nodes,manchester,,,,,,
52e2568cf362be46d500001c,article,north-caroline-node-news-jan-2014,North Caroline node news: January 2014,nodes,north carolina,,,,,,
52e258b21f986a0ced000024,article,paris-node-news-january-2014,Paris node news: January 2014,nodes,paris,,,,,,
52e26056d0d462073c00001b,article,trento-node-news-2014,Trento node news: January 2014,nodes,trento,,,,,,
52e2612bf362be46d5000028,article,buenos-aires-node-news-2014,Buenos Aires  node news: January 2014,nodes,buenos aires,,,,,,
52e261c01f986a0ced000027,article,gothenburg-node-news-2014,Gothenburg node news: January 2014,nodes,gothenburg,,,,,,
52e262431f986a0ced000029,article,moscow-node-news-2014,Moscow node news: January 2014,nodes,moscow,,,,,,
52e26783d0d462073c000021,event,friday-lunchtime-lecture-spreadsheets-and-weathervanes,"Friday lunchtime lecture: Spreadsheets and Weathervanes - design and make with data, with Tom Armitage",odifridays,lectures,spreadsheets,design,art,tom armitage,,
52e7ce9c1f986a2282000003,event,friday-lunchtime-lecture-open-source-finance-first-steps-of-p2p-lending,Friday lunchtime lecture: Open Source Finance - first steps of P2P lending,odifridays,lectures,finance,business,banking,p2p,lending,
52e7d41d1f986a2282000005,event,friday-lunchtime-lecture-open-source-finance-what-would-it-look-like,Friday lunchtime lecture: Open Source Finance - What would it look like?,odifridays,lectures,finance,business,,,,
52e7d7f4f362be5817000006,event,friday-lunchtime-lecture-faceless-what-if-all-our-lives-were-recorded,Friday lunchtime lecture: FACELESS - what if all our lives were recorded?,odifridays,lectures,personal data,privacy,art,culture,society,visions
52e7daaad0d4627197000007,event,friday-lunchtime-lecture-opening-up-government-spending-was-is-worth-it,Friday lunchtime lecture: Opening up government spending - was is worth it?,odifridays,lectures,government,spending,local government,,,
52e8c5edf362be581700000c,event,friday-lunchtime-lecture-healthcare-data-collection-for-good-or-ill,Friday lunchtime lecture: Healthcare data collection - for good or ill?,odifridays,lectures,health,personal data,thinking,anonymisation,,
52e8ca30f362be5817000015,event,friday-lunchtime-lecture-which-university-finding-an-answer-via-open-data,Friday lunchtime lecture: Which university? Finding an answer via open data,odifridays,lectures,education,universities,which?,,,
52e8ce7e1f986a228200001f,event,friday-lunchtime-lecture-running-around-naked-building-technology-in-the-open,Friday lunchtime lecture: Running around naked: Building technology in the open,odifridays,lectures,working with open data,technology,how to,,,
52e8d59dd0d4627197000024,event,friday-lunchtime-lecture-data-as-the-divine,Friday lunchtime lecture: Data as the divine,odifridays,lectures,the divine,philosophy,,,,
52e8fadef362be5817000020,event,friday-lunchtime-lecture-citizen-finland-crowdsourcing-legislation,Friday lunchtime lecture: Citizen Finland - crowdsourcing legislation,odifridays,lectures,citizens,legislation,government,democracy,crowd sourcing,finland
52e90e2e1f986a6017000005,event,friday-lunchtime-lecture-can-open-data-help-unleash-open-government,Friday lunchtime lecture: Can open data help unleash open government?,odifridays,lectures,government,,,,,
52e912e0d0d4627255000005,event,friday-lunchtime-lecture-transparency-for-fun-and-profit,Friday lunchtime lecture: Transparency for fun and profit,odifridays,lectures,transparency,business,,,,
52e91415f362be3f98000004,event,friday-lunchtime-lecture-why-data-geeks-dont-make-decisions,Friday lunchtime lecture: Why data geeks don't make decisions,odifridays,lectures,thinking,statistics,,,,
52e916ef1f986a601700000e,event,friday-lunchtime-lecture-will-open-data-give-citizens-super-powers,Friday lunchtime lecture: Will open data give citizens super powers?,odifridays,lectures,citizens,working with data,,,,
52e91796d0d462725500000c,event,friday-lunchtime-lecture-a-story-of-new-climate-data-old-polar-archives,Friday lunchtime lecture: A story of new climate data & old polar archives,odifridays,lectures,science fiction,storytelling,environment,history,climate change,
52e918bbd0d462725500000e,event,friday-lunchtime-lecture-will-androids-dream-of-sheep-data,Friday lunchtime lecture: Will androids dream of sheep data?,odifridays,lectures,future,science fiction,,,,
52e91a091f986a6017000015,event,friday-lunchtime-lecture-democracy-and-data,Friday lunchtime lecture: Democracy and data,odifridays,lectures,democracy,government,transparency,,,
52e91b08f362be3f9800000a,event,friday-lunchtime-lecture-data-as-culture,Friday lunchtime lecture: Data as Culture,odifridays,lectures,data as culture,culture,art,,,
52e92086d0d4627255000015,event,friday-lunchtime-lecture-how-to-unlock-more-value-from-government-data,Friday lunchtime lecture: How to unlock more value from government data,odifridays,lectures,government,business,working with open data,,,
52e921c81f986a6017000024,event,friday-lunchtime-lecture-building-an-open-digital-public-space,Friday lunchtime lecture: Building an Open Digital Public Space,odifridays,lectures,bill thompson,bbc,culture,society,,
52e9230cd0d4627255000018,person,bill-roberts,Bill Roberts,person,,,,,,,
52e9239ff362be3f98000016,event,friday-lunchtime-lecture-privacy-in-an-open-data-world,Friday lunchtime lecture: Privacy in an open data world,odifridays,lectures,personal data,privacy,open data,,,
52e92676d0d462725500001f,event,friday-lunchtime-lecture-building-an-open-world,Friday lunchtime lecture: Building an open world,odifridays,lectures,government,thinking,visions,,,
52e92754f362be3f98000018,event,friday-lunchtime-lecture-getting-to-grips-with-the-national-pupil-database,Friday lunchtime lecture: Getting to grips with the National Pupil Database,odifridays,lectures,education,national pupil database,personal data,anonymisation,,
52e928c6d0d4627255000025,event,friday-lunchtime-lecture-the-business-of-open-data-wheres-the-benefit,"Friday lunchtime lecture: The business of Open Data, where's the benefit?",odifridays,lectures,business,,,,,
52e92a751f986a601700002e,event,friday-lunchtime-lecture-how-can-open-data-revolutionise-your-rail-travel,Friday lunchtime lecture: How can Open Data Revolutionise your Rail Travel?,odifridays,lectures,transport,rail,,,,
52e92b73f362be3f9800001a,event,friday-lunchtime-lecture-legislation-as-data,Friday lunchtime lecture: Legislation as Data,odifridays,lectures,legislation,,,,,
52e92c96f362be3f9800001e,event,friday-lunchtime-lecture-big-data-comes-to-the-nhs,Friday lunchtime lecture: Big Data Comes to the NHS,odifridays,lectures,health,,,,,
52e92f6c1f986a6017000031,event,friday-lunchtime-lecture-opening-up-government-spending,Friday lunchtime lecture: Opening up government spending - was is worth it?,odifridays,lectures,government,spending,transparency,,,
52e930511f986a6017000033,event,friday-lunchtime-lecture-what-should-datagovuk-be,Friday lunchtime lecture: What should data.gov.uk be?,odifridays,lectures,data.gov.uk,government,,,,
52ea4dbd1f986a5236000013,article,my-certificate-is-open-a-week-of-training-at-the-odi,Guest post: My certificate is open - a week of training at the ODI,blog,training,open data certificates,,,,,
52ea569a1f986a5236000015,person,matthew-brown,Matthew Brown,person,,,,,,,
52ef862ed0d462609100001f,job,product-project-manager,Product and Project Manager,jobs,,,,,,,
52ef9f2d1f986a523600001a,job,people-development-coordinator,PeopleDev Co-ordinator,jobs,,,,,,,
52f22981f362be78c9000022,person,jarred-mcginnis,Jarred McGinnis,person,,,,,,,
52f22b83f362be78c9000024,article,guest-post-linked-open-data-and-modern-day-publishing,"Guest post: What linked data does, what linked data needs",blog,linked data,,,,,,
52f236e7f362be78c9000028,article,open-data-challenge-crime-winner,Check That Bike wins Crime & Justice Open Data Challenge,open data challenge series,crime,justice,transport,,,,
52f39d7d1f986a0c27000058,person,marin-dimitrov,Marin Dimitrov,person,,,,,,,
52f4faa9f362be78c9000035,article,how-to-use-r-to-access-data-on-the-web,How to use R to access data on the web,blog,how to,R,statistics,,,,
52fb3896d0d462074600001f,person,dapaas-partner-amanda-smith,Amanda Smith,dapaas,,,,,,,
52fb45d7d0d4620746000021,article,training-faqs,Training FAQs,training,courses,,,,,,
52fb9582d0d4620746000026,job,trainer,Trainer,jobs,,,,,,,
52fce635d0d462074600002b,course_instance,open-data-technologies-2014-06-02," Open Data Technologies: 2 - 6 June, 2014",courses,open data technologies,,,,,,
52fe092ad0d4620746000033,job,researcher-social-sciences,Researcher (Social Sciences),jobs,,,,,,,
53032af0d0d4620746000043,report,dapaas-reports-open-daas-requirements-design-architecture-specification,"DaPaaS reports: (1.1) Open DaaS requirements, design & architecture specification",dapaas,,,,,,,
53036d7ed0d462076f000070,person,brian-elvesater,Brian Elvesater,person,,,,,,,
53036efe1f986a5236000054,person,dapaas-partner-brian-elvesater,Brian ElvesÃ¦ter,dapaas,person,,,,,,
530371f6f362be78c9000060,article,partnership-for-open-data-impact-stories-competition,How has open data impacted you and your community?,blog,competition,,,,,,
530372f71f986a523600005a,person,rahul-ghosh,Rahul Ghosh,person,writers,,,,,,
530394f61f986a523600005e,article,the-status-of-csvs-on-datagovuk,What is a CSV? A case study of CSVs on data.gov.uk,blog,csv,data.gov.uk,case studies,government,,,
53076303d0d4620746000059,article,odi-accelerates-government-open-data-expertise-with-new-funding,ODI accelerates government open data expertise with new funding,news,government,funding,,,,,
53079196d0d462074600005f,article,a-look-at-open-data-in-2014,A look at open data in 2014,blog,open data,review,,,,,
5309183cd0d4620746000061,article,odi-node-knowledge-feb-2014,Node knowledge - Feb 2014,nodes,,,,,,,
530b7e721f986a5236000079,event,friday-lunchtime-lecture-what-difference-does-linked-data-make-to-maps,Friday lunchtime lecture: What difference does linked data make to maps?,odifridays,lectures,linked data,maps,ordnance survey,,,
530b8133f362be78c900007c,article,odi-research-priorities-for-2014,ODI Research Priorities for 2014,blog,research,,,,,,
530c8e46f362be78c9000080,event,friday-lunchtime-lecture-harnessing-public-data-for-journalism,Friday lunchtime lecture: Harnessing public data for journalism,odifridays,lectures,journalism,data journalism,,,,
530db6b8d0d4627b20000001,event,energy-environment-open-data-challenge-meet-up,Energy + Environment Open Data Challenge meet up,open data challenge series,energy,environment,events,,,,
53148d35d0d4627b20000008,course_instance,open-data-in-a-day-21-may-2014,"Open Data in a Day, 21 May, 2014 - Leeds",courses,open data in a day,leeds,,,,,
5315b5d1f362be3a8d000006,article,assessment-of-suppliers-of-open-digital-services,Assessment of Suppliers of Open Digital Services,tenders,procurement,,,,,,
5315f2bed0d4627b2000000b,job,business-manager-training,Business Manager (Training),jobs,,,,,,,
53187e9bf362be0c8d000003,job,executive-assistant,Executive Assistant,jobs,,,,,,,
531886891f986a5e5d000004,job,business-support-administrator,Business Support Administrator,jobs,,,,,,,
5319d52e1f986a7662000001,article,the-odi-and-sir-nigel-shadbolt-are-at-cebit-2014,THE ODI AND SIR NIGEL SHADBOLT ARE AT CeBIT 2014,blog,,,,,,,
5319f65c1f986a766200000d,article,the-odi-and-sir-nigel-shadbolt-are-at-cebit,The ODI and Sir Nigel Shadbolt are at CeBit 2014,blog,nigel shadbolt,cebit,,,,,
531d8c3a1f986a766200001e,article,entering-the-age-of-open-data-business,2014:  Entering the age of open data business,blog,,,,,,,
531e07051f986a50d7000004,course_instance,finding-stories-in-open-data-20-may-2014,"Finding stories in open data, 20 May 2014",courses,finding stories in open data,data journalism,,,,,
531f3b8cf362be173300000c,event,friday-lunchtime-lecture-armchair-auditor-in-action-mapping-uk-shale-gas-extraction,Friday lunchtime lecture: Armchair auditor in action - mapping UK shale gas extraction,odifridays,lectures,environment,maps,dataviz,working with open data,how to,
53201af0d0d4624c3b00000d,job,jobs-events-coordinator,Events Co-ordinator,jobs,,,,,,,
5321901cd0d4624c3b000013,person,marisa-clarke,Marisa Clarke,person,,,,,,,
5321c8741f986a50d7000014,course_instance,finding-stories-in-open-data-29-july-2014,"Finding stories in open data, 29 July 2014",courses,finding stories in open data,,,,,,
5322d5381f986a50d7000017,node,odileeds-latest-news,ODI-Leeds Latest News,nodes,leeds,,,,,,
5322f981f362be1733000021,article,odi-hails-mps-demand-for-greater-transparency-in-public-sector-outsourcing,ODI hails MPsâ demand for greater transparency in public sector outsourcing,news,government,public sector,procurement,outsourcing,,,
53270719f362be1733000025,article,odi-welcomes-recommendations-to-open-public-data,ODI welcomes recommendations to open public data,news,government,public data,public sector,,,,
532745771f986a50d700001f,article,data-sharing-is-not-open-data,Data Sharing is Not Open Data,blog,open data,shared data,guide,,,,
53285e671f986a50d7000026,article,leeds-node-news-we-have-a-home,Leeds node news: We have a home,nodes,leeds,,,,,,
53287409f362be1733000029,article,new-open-data-projects-help-parents-to-get-involved-in-their-childs-education,New open data projects help parents to get involved in their childâs education,open data challenge series,news,education,,,,,
53287a341f986a50d700002a,article,odi-partners,ODI Partners,members,partners,,,,,,
5329d8dbd0d4624c3b00002b,article,data-as-culture-2014-curators-statement,Data as Culture 2014 - Curator's statement,data as culture,art,,,,,,
532b00851f986a50d7000036,article,data-as-culture-2012,Data as Culture 2012/13,data as culture,art,,,,,,
532b18921f986a50d7000041,event,friday-lunchtime-lecture-why-anonymity-fails,Friday lunchtime lecture: Why anonymity fails,odifridays,lectures,anonymisation,personal data,privacy,statistics,,
53303986d0d4624c3b00003c,article,odi-startup-programme-intake-3,ODI Startup Programme: Intake #3,start-ups,,,,,,,
533040a3d0d4624c3b000040,person,machi-takahashi,Machi Takahashi,person,,,,,,,
53304406f362be1733000048,person,burt-lum,Burt Lum,person,,,,,,,
533051da1f986a50d700004d,article,data-as-culture-who-really-owns-our-data,Data as Culture: who really owns our data?,data as culture,art,,,,,,
53315113f362be1733000052,article,data-as-culture-2014-in-photographs,The launch of Data as Culture 2 in photographs,data as culture,,,,,,,
5332f67d1f986a50d7000058,article,using-open-data-to-help-communities-take-control-of-their-energy-usage,Using open data to help communities take control of their energy usage,open data challenge series,energy,environment,,,,,
533945d1d0d4624c3b000058,article,odi-connect-march-2014-in-photographs,ODI Connect in photographs,members,events,odiconnect,,,,,
533af01cd0d4624c3b000064,event,friday-lunchtime-lecture-data-as-culture-2014,Friday lunchtime lecture: Data as Culture 2014,odifridays,lectures,data as culture,art,,,,
533d50f6d0d4622454000007,article,open-and-linked-data-meet-up-8th-april-seoul,Open and linked data meet up : 8th April [Seoul],events,nodes,seoul,linked data,open data,,,
533d97cc1f986a4d5c000008,person,emer-coleman,Emer Coleman,person,writers,,,,,,
533d98bdf362be4c64000013,article,mind-the-dentistry-gap,Mind the (Dentistry) Gap,blog,health,,,,,,
533db41f1f986a4d5c00000b,person,gavin-chait,Gavin Chait,person,writers,,,,,,
5341a7d2f362be4c64000018,article,odi-and-mztek-shortlisted-for-35th-arts-business-awards,ODI and MzTEK shortlisted for 35th Arts & Business Awards,news,data as culture,,,,,,
53426e39d0d4622454000022,course_instance,open-data-law-and-licensing-8-july-2014,"Open Data, Law and Licensing, 8 July, 2014",courses,open data law and licensing,licensing,law,,,,
534403b0d0d46213be000003,event,show-me-the-future-of-the-built-environment-and-open-data,Show me the future of: the built environment and open data,events,odifutures,future,built environment,cities,smart cities,,
534504bef362be355b000001,person,mellissa-norman,Mellissa Norman,person,trainer,,,,,,
5347a628f362be355b00000e,article,one-year-of-odi-training,One year of ODI Training,blog,training,,,,,,
5347b3b0d0d46213be000018,event,friday-lunchtime-lecture-the-value-of-open-data-to-business-the-open-data-500-study,Friday lunchtime lecture: The value of open data to business - the Open Data 500 Study,odifridays,lectures,business,,,,,
534803201f986a65da000015,event,friday-lunchtime-lecture-generation-rent-empowering-tenants-through-open-data,Friday lunchtime lecture: Generation Rent - empowering tenants through open data,odifridays,lectures,housing,society,,,,
534baa38f362be355b000019,job,policy-lead,Policy Lead,jobs,,,,,,,
534bbaf5f362be355b00001b,article,data-as-culture-2014-collection,Data as Culture 2014 - art works,data as culture,art,,,,,,
534bfacef362be355b000025,article,odi-membership-ambitions-priorities-for-2014,ODI membership ambitions & priorities for 2014,blog,members,,,,,,
534cea86f362be355b000027,article,introducing-csvlint,Introducing CSVLint,blog,csv,how to,tools,working with open data,,,
534d0c961f986a65da000027,article,koreas-bright-open-data-future,Korea's bright open data future,blog,www2014,node,korea,,,,
534d12a31f986a65da00002c,article,a-new-era-of-data-innovation,A new era of data innovation,blog,responsible business week,,,,,,
534d44de1f986a2b1b000004,article,talking-about-a-data-revolution-livestream,Talking About a Data Revolution: Gavin Starks panel video catch up,video,data revolution,post 2015 development framework,,,,,
534ea8171f986a6fd8000003,course_instance,open-data-in-practice-2125-july-2014,"Open Data in Practice: 21 - 25 July, 2014",course,open data in practice,,,,,,
534f9c49d0d46226f5000003,course,open-data-in-a-day-24th-june-2014,"Open data in a day: 24th June, 2014",course,open data in a day,,,,,,
534fa4c0d0d46226f500000a,course_instance,open-data-in-a-day-2014-06-24,"Open Data in a Day: 24th June, 2014",course,open data in a day,,,,,,
534fbbc11f986a11cf000013,course_instance,open-data-in-a-day-5th-august-2014,"Open Data in a Day: 5th August, 2014",course,open data in a day,,,,,,
534febcfd0d46226f5000015,course_instance,open-data-in-practice-21-25-july-2014,"Open Data in Practice: 21 - 25 July, 2014",course,open data in practice,,,,,,
53563491d0d4621f24000003,course_instance,open-data-in-a-day-23-september-2014,"Open Data in a Day, 15 September, 2014",course,open data in a day,,,,,,
53577f611f986a6bb4000015,course_instance,open-data-in-practice-15-19-september-2014,"Open Data in Practice, 15 - 19 September, 2014",course,open data in practice,,,,,,
5357a16dd0d4621f2400000b,event,friday-lunchtime-lecture-open-corporates-understanding-complex-corporate-networks-the-open-data-way,Friday lunchtime lecture: Why / how / when / is open corporate data good for business?,odifridays,corporate data,,,,,,
5358df86d0d4621f2400001b,article,publishing-open-statistical-data,Publishing Open Statistical Data,ons,Statistical,Data,,,,,
535a25e91f986a7c2f000001,article,french-president-talks-open-data-with-odi-paris-and-odi-supporter-snips-at-exclusive-honorary-lunch,"French President talks open data with ODI Paris and ODI Supporter, Snips, at exclusive honorary lunch",nodes,fivebyfive,Paris,,,,,
535a5b20d0d4621a3400000a,person,liz-carolan,Liz Carolan,person,,,,,,,
535f89ded0d46207e8000006,job,senior-account-manager,Senior Account Manager,jobs,,,,,,,
5360bf39d0d46207e800000c,event,friday-lunchtime-lecture-why-selling-peoples-medicaltaxschool-records-isnt-open-data,Friday lunchtime lecture: Why selling peopleâs medical/tax/school/ records isnât open data,odifridays,medical records,lecture,,,,,
5362a1fc1f986a7c2f000021,node,philadelphia,Philadelphia,nodes,philadelphia,,,,,,
5363a3da1f986a7c2f000025,article,housing-an-open-data-challenge-and-an-opportunity,Housing: An Open Data Challenge and An Opportunity,open data challenge series,housing data,,,,,,
53689fbef362be4bd2000018,article,introducing-philbot,Introducing Philbot - a DIY storage appliance,blog,storage,raspberry pi,,,,,
5368e1fe1f986a7c2f00002b,article,odi-leeds-goes-live,ODI Leeds goes live,nodes,leeds,,,,,,
5368f1661f986a0b6a000051,person,lauren-hutton,Lauren Hutton,person,,,,,,,
536a0515f362be0bd200000b,article,test-dapaas-content-2,Test dapaas content,dapaas,,,,,,,
536a0542f362be0bd2000010,article,another-test-dapaas-thing,Another test dapaas thing,dapaas,,,,,,,
536a067c1f986a51d9000011,article,yet-another-dapaas-test,Yet another dapaas test,dapaas,,,,,,,
536b560b1f986a090d0000b5,person,dapaas-partner-tom-heath,Tom Heath,person,team,,,,,,
536b58e5f362be4b650000ca,person,dapaas-partner-marin-dimitrov,Marin Dimitrov,person,,,,,,,
536b599ad0d4626a130000af,person,dapaas-partner-dumitru-roman,Dumitru Roman,person,,,,,,,
536b5decd0d4626a130000b3,person,dapaas-partner-bill-roberts,Bill Roberts,person,,,,,,,
536b60c2f362be4b650000cc,person,dapaas-partner-momchill-zarev,Momchill Zarev,person,,,,,,,
536b64d7f362be4b650000ce,person,dapaas-partner-tony-lee,Tony Lee,person,,,,,,,
536b65a01f986a090d0000bb,person,dapaas-partner-ivan-berlocher,Ivan Berlocher,person,,,,,,,
536b665cd0d4626a130000b7,person,dapaas-partner-seonho-kim,Seonho Kim,person,,,,,,,
536b8d52d0d4626a130000bb,person,dapaas-partner-alex-simov,Alex Simov,person,,,,,,,
536b8e89f362be4b650000d6,person,dapaas-partner-ric-roberts,Ric Roberts,person,,,,,,,
536b905bd0d4626a130000bd,person,dapaas-partner-arne-jorgen-berre,Arne Jorgen-Berre,person,,,,,,,
5370bf4e1f986a090d0000c4,article,pikettys-capital-changed-the-global-discussion-around-inequality-because-it-uses-great-data-now-make-it-open,Thomas Pikettyâs Capital changed the global discussion around inequality because it uses great data â now make it open,blog,piketty,capital in the twenty-first century,,,,,
5370d18df362be4b650000e3,job,writer-editor,Writer / Editor,jobs,,,,,,,
5370d35bd0d4626a130000c5,person,dapaas-partner-rick-moynihan,Rick Moynihan,dapaas,,,,,,,
5370d467f362be4b650000e7,article,mapping-lubumbashi-with-the-humanitarian-openstreetmap-team,Guest post: Mapping Lubumbashi with the Humanitarian OpenStreetMap Team,events,medicins sans frontieres,openstreetmap,osm,maps,,,
5371fa5f1f986a090d0000d0,article,dapaas-reports-deliverable-1-point-1,Deliverable 1:1,dapaas,,,,,,,
53732e911f986a090d0000d3,article,open-data-readiness-assessment,Botswana launches Open Data Readiness Assessment with support from World Bank and Partnership for Open Data,blog,botswana,e-government,,,,,
5373380cf362be4b650000f9,article,dapaas-deliverables-reports,Reports,dapaas,,,,,,,
537492dfd0d4626a130000d0,event,open-data-challenge-series-open-data-innovation-changing-communities-and-energy-usage-for-the-better,"Friday lunchtime lecture: How the Open Data Challenge Series is creating community, energy & open data innovation",odifridays,open data challenge series,energy,,,,,
5374b82dd0d4626a130000d4,person,clara-lewis,Clara Lewis,person,,,,,,,
537b205ff362be4b650001a9,report,dapaas-reports-open-daas-requirements,"Deliverable 1.2 : Open DaaS requirements, design & architecture specification",,,,,,,,
537ca30fd0d4626a13000180,person,ana-pichon,Ana Pichon,person,,,,,,,
537ccd61d0d4626a13000184,event,friday-lunchtime-lecture-oceans-of-data,Friday lunchtime lecture: Oceans of data,odifridays,oceans,,,,,,
537cd919d0d4626a1300018a,article,odi-and-mztek-win-arts-business-new-sponsorship-award,ODI and MzTEK win Arts & Business âNew Sponsorshipâ award,data as culture,MzTek,,,,,,
537dc6b51f986a0858000010,person,jonathan-stoneman,Jonathan Stoneman,person,,,,,,,
537e2d11f362be4b650001bc,article,seoul,Seoul,nodes,seoul,,,,,,
537e31321f986a085800001a,node,seoul-node,Seoul,nodes,seoul,,,,,,
537f38a3f362be4b650001c1,article,csvhub-github-diffs-for-csv-files,CSVHub - GitHub diffs for CSV files,blog,csvhub,github,,,,,
537f3c38d0d4626a13000197,article,collaborating-on-european-election-data-in-github,Collaborating on European Election data in GitHub,blog,election data,github,,,,,
53841e04f362be4b650001c9,node,osaka,Osaka,nodes,osaka,,,,,,
538458fe1f986a0858000024,job,programme-assistant-international,Programme Assistant - International,jobs,,,,,,,
53859db31f986a0858000026,event,friday-lunchtime-lecture-open-data-on-the-secret-lives-of-buildings,Friday lunchtime lecture: The secret lives of buildings revealed (with open data),odifridays,buildings data,,,,,,
5385b24c1f986a085800002a,report,dapaas-factsheet,DaPaaS fact sheet,dapaas,,,,,,,
5385b46cd0d4626a130001a4,report,deliverable-11-open-daas-requirements-design-architecture-specification,"Deliverable 1.1: Open DaaS requirements, design & architecture specification",dapaas,,,,,,,
5385b52d1f986a085800002c,report,deliverable-21-open-paas-requirements-design-architecture-specification,"Deliverable 2.1: Open PaaS requirements, design & architecture specification",dapaas,,,,,,,
5385b5a4f362be4b650001d6,report,deliverable-31-analysis-requirements-design-architecture-specification-for-the-data-access-framework,"Deliverable 3.1: Analysis, requirements, design & architecture specification for the data access framework",dapaas,,,,,,,
5385b6481f986a0858000030,report,deliverable-51-use-case-definition-and-requirements-analysis,Deliverable 5.1: Use case definition and requirements analysis,dapaas,,,,,,,
5385bb2bd0d4626a130001a8,report,dapaas-deliverable-62-impact-creation-strategy,DaPaaS Deliverable 6.2: Impact Creation Strategy,dapaas,,,,,,,
5385fdd4f362be4b650001dd,article,data-as-culture-artist-stanzas-real-time-city-of-bits-installation-opens-in-norway,"Guest post: Data as Culture artist, Stanzaâs, Real Time City of Bits installation opens in Norway",dataasculture,dac,art,norway,stanza,,,
538603551f986a0858000037,article,odi-researchers-nominated-for-best-paper-award-at-cedem14,ODI researchers nominated for Best Paper Award at CeDEM14,blog,cedem14,,,,,,
